lotteryDrawTime,lotteryDrawNum,lotteryDrawResult,red_1,red_2,red_3,red_4,red_5,blue_1,blue_2
2020-09-02,20084,02 10 20 24 31 06 12,2,10,20,24,31,6,12
2020-08-31,20083,01 02 17 32 34 04 09,1,2,17,32,34,4,9
2020-08-29,20082,02 11 12 21 34 04 08,2,11,12,21,34,4,8
2020-08-26,20081,01 13 15 32 35 08 10,1,13,15,32,35,8,10
2020-08-24,20080,03 06 22 24 25 09 10,3,6,22,24,25,9,10
2020-08-22,20079,04 16 24 29 35 02 12,4,16,24,29,35,2,12
2020-08-19,20078,14 18 20 28 34 10 11,14,18,20,28,34,10,11
2020-08-17,20077,17 23 28 29 32 01 03,17,23,28,29,32,1,3
2020-08-15,20076,01 08 18 28 30 10 12,1,8,18,28,30,10,12
2020-08-12,20075,02 09 10 21 35 01 07,2,9,10,21,35,1,7
2020-08-10,20074,03 09 10 12 21 04 11,3,9,10,12,21,4,11
2020-08-08,20073,04 10 12 23 27 08 09,4,10,12,23,27,8,9
2020-08-05,20072,11 15 18 20 27 05 06,11,15,18,20,27,5,6
2020-08-03,20071,01 12 16 28 33 03 12,1,12,16,28,33,3,12
2020-08-01,20070,01 22 30 31 32 04 12,1,22,30,31,32,4,12
2020-07-29,20069,05 07 26 30 31 07 10,5,7,26,30,31,7,10
2020-07-27,20068,15 20 23 26 33 02 08,15,20,23,26,33,2,8
2020-07-25,20067,01 08 14 16 28 04 10,1,8,14,16,28,4,10
2020-07-22,20066,06 14 21 34 35 03 10,6,14,21,34,35,3,10
2020-07-20,20065,13 15 26 32 33 05 07,13,15,26,32,33,5,7
2020-07-18,20064,05 10 23 34 35 01 11,5,10,23,34,35,1,11
2020-07-15,20063,11 18 20 21 33 06 07,11,18,20,21,33,6,7
2020-07-13,20062,01 05 14 23 31 02 07,1,5,14,23,31,2,7
2020-07-11,20061,07 08 12 21 26 01 06,7,8,12,21,26,1,6
2020-07-08,20060,12 14 25 34 35 03 12,12,14,25,34,35,3,12
2020-07-06,20059,01 15 22 28 32 03 11,1,15,22,28,32,3,11
2020-07-04,20058,01 15 19 26 27 05 10,1,15,19,26,27,5,10
2020-07-01,20057,17 20 21 22 31 02 08,17,20,21,22,31,2,8
2020-06-29,20056,03 11 25 29 34 03 06,3,11,25,29,34,3,6
2020-06-27,20055,03 04 12 18 34 10 12,3,4,12,18,34,10,12
2020-06-24,20054,11 14 15 19 20 03 07,11,14,15,19,20,3,7
2020-06-22,20053,02 15 18 21 27 03 06,2,15,18,21,27,3,6
2020-06-20,20052,09 11 26 28 35 06 07,9,11,26,28,35,6,7
2020-06-17,20051,02 07 09 19 33 01 07,2,7,9,19,33,1,7
2020-06-15,20050,03 14 16 22 34 02 06,3,14,16,22,34,2,6
2020-06-13,20049,03 11 15 22 30 08 10,3,11,15,22,30,8,10
2020-06-10,20048,03 09 10 15 16 07 09,3,9,10,15,16,7,9
2020-06-08,20047,04 18 27 28 30 03 10,4,18,27,28,30,3,10
2020-06-06,20046,15 24 27 30 34 04 12,15,24,27,30,34,4,12
2020-06-03,20045,02 09 16 23 27 03 08,2,9,16,23,27,3,8
2020-06-01,20044,01 03 22 28 30 02 05,1,3,22,28,30,2,5
2020-05-30,20043,12 13 17 31 32 01 06,12,13,17,31,32,1,6
2020-05-27,20042,03 04 05 11 22 05 06,3,4,5,11,22,5,6
2020-05-25,20041,07 13 20 29 34 04 07,7,13,20,29,34,4,7
2020-05-23,20040,02 17 20 28 29 01 07,2,17,20,28,29,1,7
2020-05-20,20039,01 05 15 22 31 02 09,1,5,15,22,31,2,9
2020-05-18,20038,04 15 20 22 24 01 09,4,15,20,22,24,1,9
2020-05-16,20037,01 04 10 11 14 02 05,1,4,10,11,14,2,5
2020-05-13,20036,01 05 11 12 26 02 07,1,5,11,12,26,2,7
2020-05-11,20035,10 11 22 26 28 02 04,10,11,22,26,28,2,4
2020-05-09,20034,11 13 20 27 31 02 04,11,13,20,27,31,2,4
2020-05-06,20033,07 19 20 31 34 05 08,7,19,20,31,34,5,8
2020-05-04,20032,02 03 09 16 32 03 04,2,3,9,16,32,3,4
2020-05-02,20031,01 02 05 15 21 04 05,1,2,5,15,21,4,5
2020-04-29,20030,01 08 17 27 30 05 06,1,8,17,27,30,5,6
2020-04-27,20029,11 14 17 22 30 07 09,11,14,17,22,30,7,9
2020-04-25,20028,04 05 28 34 35 01 08,4,5,28,34,35,1,8
2020-04-22,20027,04 07 20 25 32 03 09,4,7,20,25,32,3,9
2020-04-20,20026,03 15 26 32 34 08 12,3,15,26,32,34,8,12
2020-04-18,20025,02 14 21 22 26 05 07,2,14,21,22,26,5,7
2020-04-15,20024,03 05 06 24 30 03 07,3,5,6,24,30,3,7
2020-04-13,20023,04 11 23 26 30 01 06,4,11,23,26,30,1,6
2020-04-11,20022,04 14 20 28 35 02 03,4,14,20,28,35,2,3
2020-04-08,20021,10 12 24 31 33 04 09,10,12,24,31,33,4,9
2020-04-06,20020,08 10 12 26 32 05 09,8,10,12,26,32,5,9
2020-04-04,20019,01 12 22 23 33 01 12,1,12,22,23,33,1,12
2020-04-01,20018,09 14 16 24 26 04 12,9,14,16,24,26,4,12
2020-03-30,20017,01 06 07 09 10 02 11,1,6,7,9,10,2,11
2020-03-28,20016,04 08 19 31 35 01 02,4,8,19,31,35,1,2
2020-03-25,20015,01 07 23 24 26 03 07,1,7,23,24,26,3,7
2020-03-23,20014,03 07 09 17 21 03 06,3,7,9,17,21,3,6
2020-03-21,20013,01 04 05 11 35 03 09,1,4,5,11,35,3,9
2020-03-18,20012,01 06 18 32 34 01 03,1,6,18,32,34,1,3
2020-03-16,20011,02 13 19 22 23 02 07,2,13,19,22,23,2,7
2020-03-14,20010,01 08 13 24 32 02 09,1,8,13,24,32,2,9
2020-01-20,20009,19 29 31 34 35 06 10,19,29,31,34,35,6,10
2020-01-18,20008,14 17 19 24 32 01 06,14,17,19,24,32,1,6
2020-01-15,20007,02 10 19 24 30 05 08,2,10,19,24,30,5,8
2020-01-13,20006,09 22 25 31 32 08 12,9,22,25,31,32,8,12
2020-01-11,20005,06 10 33 34 35 01 03,6,10,33,34,35,1,3
2020-01-08,20004,17 20 21 29 30 05 09,17,20,21,29,30,5,9
2020-01-06,20003,23 25 26 30 34 03 07,23,25,26,30,34,3,7
2020-01-04,20002,03 07 18 25 30 02 07,3,7,18,25,30,2,7
2020-01-01,20001,17 25 26 32 34 04 07,17,25,26,32,34,4,7
2019-12-30,19150,07 11 12 16 33 05 07,7,11,12,16,33,5,7
2019-12-28,19149,01 02 07 33 35 06 10,1,2,7,33,35,6,10
2019-12-25,19148,03 04 07 11 30 08 09,3,4,7,11,30,8,9
2019-12-23,19147,09 12 19 22 33 07 08,9,12,19,22,33,7,8
2019-12-21,19146,10 11 26 33 34 01 06,10,11,26,33,34,1,6
2019-12-18,19145,05 09 19 22 32 03 05,5,9,19,22,32,3,5
2019-12-16,19144,02 05 20 28 31 02 11,2,5,20,28,31,2,11
2019-12-14,19143,04 22 23 24 32 06 12,4,22,23,24,32,6,12
2019-12-11,19142,03 04 26 29 33 06 07,3,4,26,29,33,6,7
2019-12-09,19141,02 10 20 21 35 01 12,2,10,20,21,35,1,12
2019-12-07,19140,03 07 08 25 27 03 05,3,7,8,25,27,3,5
2019-12-04,19139,01 05 07 08 11 06 10,1,5,7,8,11,6,10
2019-12-02,19138,04 06 07 20 29 02 04,4,6,7,20,29,2,4
2019-11-30,19137,03 05 12 13 26 07 12,3,5,12,13,26,7,12
2019-11-27,19136,03 16 20 26 29 03 09,3,16,20,26,29,3,9
2019-11-25,19135,04 05 19 25 26 01 11,4,5,19,25,26,1,11
2019-11-23,19134,05 06 07 14 17 10 11,5,6,7,14,17,10,11
2019-11-20,19133,03 12 24 27 34 01 12,3,12,24,27,34,1,12
2019-11-18,19132,03 05 06 13 18 10 12,3,5,6,13,18,10,12
2019-11-16,19131,05 06 14 27 29 06 10,5,6,14,27,29,6,10
2019-11-13,19130,01 13 20 21 26 04 10,1,13,20,21,26,4,10
2019-11-11,19129,10 13 18 23 30 06 12,10,13,18,23,30,6,12
2019-11-09,19128,20 21 25 34 35 03 12,20,21,25,34,35,3,12
2019-11-06,19127,04 07 08 11 16 09 11,4,7,8,11,16,9,11
2019-11-04,19126,05 09 16 18 30 04 07,5,9,16,18,30,4,7
2019-11-02,19125,05 08 09 14 34 02 05,5,8,9,14,34,2,5
2019-10-30,19124,07 17 26 27 30 06 12,7,17,26,27,30,6,12
2019-10-28,19123,03 13 15 26 30 05 12,3,13,15,26,30,5,12
2019-10-26,19122,05 19 25 31 33 10 11,5,19,25,31,33,10,11
2019-10-23,19121,01 02 03 07 17 04 10,1,2,3,7,17,4,10
2019-10-21,19120,06 15 17 22 25 01 09,6,15,17,22,25,1,9
2019-10-19,19119,03 06 09 23 34 02 11,3,6,9,23,34,2,11
2019-10-16,19118,02 03 13 19 26 02 03,2,3,13,19,26,2,3
2019-10-14,19117,01 18 21 25 35 07 08,1,18,21,25,35,7,8
2019-10-12,19116,02 10 16 21 23 02 12,2,10,16,21,23,2,12
2019-10-09,19115,01 18 21 28 32 05 12,1,18,21,28,32,5,12
2019-09-30,19114,03 05 07 20 23 04 11,3,5,7,20,23,4,11
2019-09-28,19113,03 11 27 34 35 01 02,3,11,27,34,35,1,2
2019-09-25,19112,03 10 16 21 33 05 06,3,10,16,21,33,5,6
2019-09-23,19111,06 15 20 23 27 08 10,6,15,20,23,27,8,10
2019-09-21,19110,01 19 23 24 30 04 05,1,19,23,24,30,4,5
2019-09-18,19109,02 07 08 20 25 11 12,2,7,8,20,25,11,12
2019-09-16,19108,24 27 28 31 34 04 08,24,27,28,31,34,4,8
2019-09-14,19107,05 09 19 27 35 02 03,5,9,19,27,35,2,3
2019-09-11,19106,05 08 10 32 35 02 10,5,8,10,32,35,2,10
2019-09-09,19105,01 04 09 14 17 01 06,1,4,9,14,17,1,6
2019-09-07,19104,02 07 19 22 28 03 05,2,7,19,22,28,3,5
2019-09-04,19103,05 12 22 27 32 04 07,5,12,22,27,32,4,7
2019-09-02,19102,05 10 15 19 31 03 06,5,10,15,19,31,3,6
2019-08-31,19101,05 11 18 19 27 05 06,5,11,18,19,27,5,6
2019-08-28,19100,05 08 12 19 21 06 11,5,8,12,19,21,6,11
2019-08-26,19099,04 06 18 27 33 07 09,4,6,18,27,33,7,9
2019-08-24,19098,13 15 17 19 22 03 04,13,15,17,19,22,3,4
2019-08-21,19097,10 17 20 30 35 10 12,10,17,20,30,35,10,12
2019-08-19,19096,02 12 22 23 27 02 06,2,12,22,23,27,2,6
2019-08-17,19095,03 12 17 19 31 02 06,3,12,17,19,31,2,6
2019-08-14,19094,01 12 14 26 27 07 09,1,12,14,26,27,7,9
2019-08-12,19093,16 17 26 29 35 01 07,16,17,26,29,35,1,7
2019-08-10,19092,02 11 15 27 30 02 05,2,11,15,27,30,2,5
2019-08-07,19091,04 13 20 26 28 03 12,4,13,20,26,28,3,12
2019-08-05,19090,13 19 28 30 33 02 12,13,19,28,30,33,2,12
2019-08-03,19089,09 14 18 33 34 03 12,9,14,18,33,34,3,12
2019-07-31,19088,01 05 18 27 33 06 08,1,5,18,27,33,6,8
2019-07-29,19087,05 06 18 19 27 07 12,5,6,18,19,27,7,12
2019-07-27,19086,05 15 16 28 31 02 07,5,15,16,28,31,2,7
2019-07-24,19085,04 05 06 15 26 08 11,4,5,6,15,26,8,11
2019-07-22,19084,12 23 25 34 35 01 07,12,23,25,34,35,1,7
2019-07-20,19083,17 24 26 28 32 07 09,17,24,26,28,32,7,9
2019-07-17,19082,06 18 20 21 31 03 04,6,18,20,21,31,3,4
2019-07-15,19081,06 24 26 30 33 02 07,6,24,26,30,33,2,7
2019-07-13,19080,05 13 18 19 24 02 07,5,13,18,19,24,2,7
2019-07-10,19079,10 13 16 28 35 04 05,10,13,16,28,35,4,5
2019-07-08,19078,05 10 21 26 30 01 07,5,10,21,26,30,1,7
2019-07-06,19077,01 15 17 21 33 07 10,1,15,17,21,33,7,10
2019-07-03,19076,01 06 11 23 29 01 11,1,6,11,23,29,1,11
2019-07-01,19075,05 06 07 11 16 02 11,5,6,7,11,16,2,11
2019-06-29,19074,08 09 13 14 34 05 07,8,9,13,14,34,5,7
2019-06-26,19073,04 11 19 20 24 08 11,4,11,19,20,24,8,11
2019-06-24,19072,02 04 06 09 18 07 10,2,4,6,9,18,7,10
2019-06-22,19071,07 13 14 15 22 07 11,7,13,14,15,22,7,11
2019-06-19,19070,02 13 15 22 34 02 12,2,13,15,22,34,2,12
2019-06-17,19069,08 22 23 33 34 04 06,8,22,23,33,34,4,6
2019-06-15,19068,04 05 08 17 27 06 11,4,5,8,17,27,6,11
2019-06-12,19067,03 08 11 15 16 02 10,3,8,11,15,16,2,10
2019-06-10,19066,04 10 11 18 31 05 08,4,10,11,18,31,5,8
2019-06-08,19065,03 08 10 23 27 02 12,3,8,10,23,27,2,12
2019-06-05,19064,07 08 13 19 29 11 12,7,8,13,19,29,11,12
2019-06-03,19063,05 08 15 18 21 04 08,5,8,15,18,21,4,8
2019-06-01,19062,05 16 23 25 28 01 12,5,16,23,25,28,1,12
2019-05-29,19061,01 02 13 14 26 05 11,1,2,13,14,26,5,11
2019-05-27,19060,01 11 12 18 21 08 10,1,11,12,18,21,8,10
2019-05-25,19059,07 08 15 27 32 08 12,7,8,15,27,32,8,12
2019-05-22,19058,03 10 13 14 32 07 11,3,10,13,14,32,7,11
2019-05-20,19057,08 14 16 34 35 06 12,8,14,16,34,35,6,12
2019-05-18,19056,01 07 10 12 23 06 08,1,7,10,12,23,6,8
2019-05-15,19055,02 04 06 19 22 02 06,2,4,6,19,22,2,6
2019-05-13,19054,02 18 23 27 30 05 10,2,18,23,27,30,5,10
2019-05-11,19053,01 11 19 26 35 11 12,1,11,19,26,35,11,12
2019-05-08,19052,04 10 15 20 24 07 11,4,10,15,20,24,7,11
2019-05-06,19051,11 15 16 20 29 04 08,11,15,16,20,29,4,8
2019-05-04,19050,04 15 16 20 35 03 12,4,15,16,20,35,3,12
2019-05-01,19049,10 16 22 26 27 07 11,10,16,22,26,27,7,11
2019-04-29,19048,06 10 16 29 33 05 11,6,10,16,29,33,5,11
2019-04-27,19047,03 04 10 16 32 04 09,3,4,10,16,32,4,9
2019-04-24,19046,02 08 14 15 35 10 12,2,8,14,15,35,10,12
2019-04-22,19045,01 04 16 19 33 03 12,1,4,16,19,33,3,12
2019-04-20,19044,03 06 10 12 31 01 02,3,6,10,12,31,1,2
2019-04-17,19043,02 06 07 12 15 06 12,2,6,7,12,15,6,12
2019-04-15,19042,04 10 13 28 33 11 12,4,10,13,28,33,11,12
2019-04-13,19041,12 19 20 22 28 02 06,12,19,20,22,28,2,6
2019-04-10,19040,01 03 31 32 34 01 03,1,3,31,32,34,1,3
2019-04-08,19039,01 12 18 26 35 06 12,1,12,18,26,35,6,12
2019-04-06,19038,05 11 16 18 27 07 12,5,11,16,18,27,7,12
2019-04-03,19037,06 16 26 33 35 04 08,6,16,26,33,35,4,8
2019-04-01,19036,03 09 21 28 30 01 12,3,9,21,28,30,1,12
2019-03-30,19035,01 03 05 07 18 08 09,1,3,5,7,18,8,9
2019-03-27,19034,08 12 15 27 30 01 02,8,12,15,27,30,1,2
2019-03-25,19033,01 02 04 16 24 07 09,1,2,4,16,24,7,9
2019-03-23,19032,01 04 07 11 30 07 08,1,4,7,11,30,7,8
2019-03-20,19031,03 08 21 26 33 04 05,3,8,21,26,33,4,5
2019-03-18,19030,07 09 13 14 33 02 04,7,9,13,14,33,2,4
2019-03-16,19029,01 04 18 24 28 02 03,1,4,18,24,28,2,3
2019-03-13,19028,06 22 28 29 33 02 07,6,22,28,29,33,2,7
2019-03-11,19027,16 18 24 25 27 02 07,16,18,24,25,27,2,7
2019-03-09,19026,10 12 15 17 19 02 03,10,12,15,17,19,2,3
2019-03-06,19025,06 13 16 19 29 03 07,6,13,16,19,29,3,7
2019-03-04,19024,11 17 19 29 33 08 09,11,17,19,29,33,8,9
2019-03-02,19023,01 03 14 26 30 06 11,1,3,14,26,30,6,11
2019-02-27,19022,01 04 14 15 21 01 05,1,4,14,15,21,1,5
2019-02-25,19021,07 13 17 24 33 01 10,7,13,17,24,33,1,10
2019-02-23,19020,01 08 16 27 34 03 12,1,8,16,27,34,3,12
2019-02-20,19019,04 11 19 25 32 01 02,4,11,19,25,32,1,2
2019-02-18,19018,03 18 19 26 34 06 12,3,18,19,26,34,6,12
2019-02-16,19017,01 05 07 22 25 03 04,1,5,7,22,25,3,4
2019-02-13,19016,03 05 13 16 28 02 06,3,5,13,16,28,2,6
2019-02-11,19015,02 05 10 13 30 04 06,2,5,10,13,30,4,6
2019-02-02,19014,12 14 20 28 31 09 11,12,14,20,28,31,9,11
2019-01-30,19013,08 10 15 17 18 01 08,8,10,15,17,18,1,8
2019-01-28,19012,05 09 17 18 19 07 10,5,9,17,18,19,7,10
2019-01-26,19011,04 12 13 16 17 04 09,4,12,13,16,17,4,9
2019-01-23,19010,03 07 24 25 27 02 12,3,7,24,25,27,2,12
2019-01-21,19009,03 09 15 18 26 06 12,3,9,15,18,26,6,12
2019-01-19,19008,03 08 17 20 24 06 11,3,8,17,20,24,6,11
2019-01-16,19007,03 12 16 29 32 01 05,3,12,16,29,32,1,5
2019-01-14,19006,14 17 19 25 30 04 08,14,17,19,25,30,4,8
2019-01-12,19005,21 26 27 29 34 05 06,21,26,27,29,34,5,6
2019-01-09,19004,15 16 17 31 32 03 09,15,16,17,31,32,3,9
2019-01-07,19003,04 08 18 20 32 10 12,4,8,18,20,32,10,12
2019-01-05,19002,02 07 14 22 31 01 07,2,7,14,22,31,1,7
2019-01-02,19001,06 18 23 26 28 03 12,6,18,23,26,28,3,12
2018-12-31,18154,14 22 23 26 30 03 05,14,22,23,26,30,3,5
2018-12-29,18153,03 06 07 08 21 01 08,3,6,7,8,21,1,8
2018-12-26,18152,02 04 05 12 28 08 11,2,4,5,12,28,8,11
2018-12-24,18151,04 08 18 29 30 03 07,4,8,18,29,30,3,7
2018-12-22,18150,05 12 13 31 34 10 12,5,12,13,31,34,10,12
2018-12-19,18149,01 07 10 11 20 03 06,1,7,10,11,20,3,6
2018-12-17,18148,02 06 24 33 34 02 03,2,6,24,33,34,2,3
2018-12-15,18147,01 11 26 33 35 02 10,1,11,26,33,35,2,10
2018-12-12,18146,03 08 09 13 33 01 02,3,8,9,13,33,1,2
2018-12-10,18145,09 18 29 31 33 06 11,9,18,29,31,33,6,11
2018-12-08,18144,06 17 18 24 31 07 11,6,17,18,24,31,7,11
2018-12-05,18143,04 07 20 22 33 01 02,4,7,20,22,33,1,2
2018-12-03,18142,19 24 28 29 34 10 11,19,24,28,29,34,10,11
2018-12-01,18141,03 07 23 26 33 04 09,3,7,23,26,33,4,9
2018-11-28,18140,01 06 08 12 15 03 04,1,6,8,12,15,3,4
2018-11-26,18139,05 11 16 28 35 06 09,5,11,16,28,35,6,9
2018-11-24,18138,01 23 24 28 33 04 05,1,23,24,28,33,4,5
2018-11-21,18137,07 10 22 23 33 08 11,7,10,22,23,33,8,11
2018-11-19,18136,03 11 12 19 21 05 11,3,11,12,19,21,5,11
2018-11-17,18135,14 19 23 27 34 06 12,14,19,23,27,34,6,12
2018-11-14,18134,04 05 19 31 35 02 12,4,5,19,31,35,2,12
2018-11-12,18133,08 12 14 15 19 01 10,8,12,14,15,19,1,10
2018-11-10,18132,03 16 22 23 27 01 04,3,16,22,23,27,1,4
2018-11-07,18131,12 14 21 32 33 02 11,12,14,21,32,33,2,11
2018-11-05,18130,03 04 16 18 25 01 11,3,4,16,18,25,1,11
2018-11-03,18129,04 07 21 22 29 03 06,4,7,21,22,29,3,6
2018-10-31,18128,11 12 14 16 26 08 09,11,12,14,16,26,8,9
2018-10-29,18127,01 03 04 11 29 08 12,1,3,4,11,29,8,12
2018-10-27,18126,11 13 15 21 27 05 06,11,13,15,21,27,5,6
2018-10-24,18125,07 16 20 21 34 04 06,7,16,20,21,34,4,6
2018-10-22,18124,08 10 12 19 20 10 11,8,10,12,19,20,10,11
2018-10-20,18123,06 09 29 32 35 02 04,6,9,29,32,35,2,4
2018-10-17,18122,08 09 21 30 31 05 12,8,9,21,30,31,5,12
2018-10-15,18121,06 07 21 29 30 01 10,6,7,21,29,30,1,10
2018-10-13,18120,21 22 25 27 30 08 09,21,22,25,27,30,8,9
2018-10-10,18119,06 09 11 16 35 02 05,6,9,11,16,35,2,5
2018-10-08,18118,04 05 14 21 34 06 09,4,5,14,21,34,6,9
2018-10-06,18117,07 11 13 22 29 03 08,7,11,13,22,29,3,8
2018-10-03,18116,01 14 17 21 33 07 10,1,14,17,21,33,7,10
2018-10-01,18115,02 06 13 18 25 01 02,2,6,13,18,25,1,2
2018-09-29,18114,12 18 26 28 29 05 06,12,18,26,28,29,5,6
2018-09-26,18113,08 12 27 31 33 04 08,8,12,27,31,33,4,8
2018-09-24,18112,03 07 08 09 29 09 10,3,7,8,9,29,9,10
2018-09-22,18111,03 16 27 28 32 04 05,3,16,27,28,32,4,5
2018-09-19,18110,06 19 21 27 28 03 11,6,19,21,27,28,3,11
2018-09-17,18109,10 16 23 25 34 02 05,10,16,23,25,34,2,5
2018-09-15,18108,09 10 24 31 32 07 12,9,10,24,31,32,7,12
2018-09-12,18107,07 08 09 10 22 03 04,7,8,9,10,22,3,4
2018-09-10,18106,04 14 17 24 31 01 04,4,14,17,24,31,1,4
2018-09-08,18105,01 16 19 20 31 02 07,1,16,19,20,31,2,7
2018-09-05,18104,01 13 14 26 28 07 11,1,13,14,26,28,7,11
2018-09-03,18103,14 24 26 28 35 02 03,14,24,26,28,35,2,3
2018-09-01,18102,06 07 13 22 24 10 12,6,7,13,22,24,10,12
2018-08-29,18101,03 14 15 23 29 04 05,3,14,15,23,29,4,5
2018-08-27,18100,06 20 21 26 30 06 09,6,20,21,26,30,6,9
2018-08-25,18099,12 13 16 20 21 01 07,12,13,16,20,21,1,7
2018-08-22,18098,02 15 18 25 27 05 07,2,15,18,25,27,5,7
2018-08-20,18097,10 12 14 18 23 01 04,10,12,14,18,23,1,4
2018-08-18,18096,13 14 20 28 34 06 10,13,14,20,28,34,6,10
2018-08-15,18095,07 14 18 29 35 05 12,7,14,18,29,35,5,12
2018-08-13,18094,11 16 25 30 34 08 10,11,16,25,30,34,8,10
2018-08-11,18093,03 11 16 18 33 03 11,3,11,16,18,33,3,11
2018-08-08,18092,05 07 14 18 19 04 10,5,7,14,18,19,4,10
2018-08-06,18091,06 22 26 28 31 01 07,6,22,26,28,31,1,7
2018-08-04,18090,06 20 24 33 34 04 11,6,20,24,33,34,4,11
2018-08-01,18089,26 27 28 32 34 06 10,26,27,28,32,34,6,10
2018-07-30,18088,08 09 21 25 33 01 08,8,9,21,25,33,1,8
2018-07-28,18087,03 14 19 23 25 01 04,3,14,19,23,25,1,4
2018-07-25,18086,16 22 24 29 31 04 05,16,22,24,29,31,4,5
2018-07-23,18085,01 02 14 25 31 05 07,1,2,14,25,31,5,7
2018-07-21,18084,06 11 17 22 35 11 12,6,11,17,22,35,11,12
2018-07-18,18083,07 12 25 27 28 10 11,7,12,25,27,28,10,11
2018-07-16,18082,01 02 14 17 18 08 10,1,2,14,17,18,8,10
2018-07-14,18081,02 10 13 21 35 01 12,2,10,13,21,35,1,12
2018-07-11,18080,07 16 24 26 31 10 11,7,16,24,26,31,10,11
2018-07-09,18079,03 04 10 27 29 01 05,3,4,10,27,29,1,5
2018-07-07,18078,07 11 12 22 30 03 06,7,11,12,22,30,3,6
2018-07-04,18077,01 06 09 15 26 08 09,1,6,9,15,26,8,9
2018-07-02,18076,07 18 28 29 32 06 08,7,18,28,29,32,6,8
2018-06-30,18075,01 06 12 20 34 04 12,1,6,12,20,34,4,12
2018-06-27,18074,03 09 12 28 30 04 12,3,9,12,28,30,4,12
2018-06-25,18073,13 19 24 25 29 02 08,13,19,24,25,29,2,8
2018-06-23,18072,05 12 17 24 26 01 02,5,12,17,24,26,1,2
2018-06-20,18071,02 05 23 30 31 03 09,2,5,23,30,31,3,9
2018-06-18,18070,02 05 10 16 30 04 07,2,5,10,16,30,4,7
2018-06-16,18069,01 08 13 21 24 02 11,1,8,13,21,24,2,11
2018-06-13,18068,08 12 16 26 33 05 06,8,12,16,26,33,5,6
2018-06-11,18067,03 07 12 18 31 07 10,3,7,12,18,31,7,10
2018-06-09,18066,01 20 23 32 33 01 04,1,20,23,32,33,1,4
2018-06-06,18065,07 10 28 31 32 08 10,7,10,28,31,32,8,10
2018-06-04,18064,01 03 04 11 29 02 04,1,3,4,11,29,2,4
2018-06-02,18063,05 14 15 32 34 03 10,5,14,15,32,34,3,10
2018-05-30,18062,12 14 19 23 35 02 07,12,14,19,23,35,2,7
2018-05-28,18061,04 10 12 28 31 08 11,4,10,12,28,31,8,11
2018-05-26,18060,04 22 27 29 31 02 10,4,22,27,29,31,2,10
2018-05-23,18059,01 09 10 27 35 06 11,1,9,10,27,35,6,11
2018-05-21,18058,09 11 12 26 32 04 10,9,11,12,26,32,4,10
2018-05-19,18057,13 19 22 27 28 05 06,13,19,22,27,28,5,6
2018-05-16,18056,02 04 16 28 34 05 07,2,4,16,28,34,5,7
2018-05-14,18055,03 07 20 33 34 09 10,3,7,20,33,34,9,10
2018-05-12,18054,09 10 12 20 30 01 07,9,10,12,20,30,1,7
2018-05-09,18053,11 16 21 23 25 02 12,11,16,21,23,25,2,12
2018-05-07,18052,05 16 18 19 25 02 07,5,16,18,19,25,2,7
2018-05-05,18051,09 18 28 29 35 03 11,9,18,28,29,35,3,11
2018-05-02,18050,22 24 26 34 35 06 12,22,24,26,34,35,6,12
2018-04-30,18049,04 07 09 10 13 06 12,4,7,9,10,13,6,12
2018-04-28,18048,02 03 11 20 25 02 07,2,3,11,20,25,2,7
2018-04-25,18047,03 08 10 14 20 04 08,3,8,10,14,20,4,8
2018-04-23,18046,10 20 22 29 32 05 10,10,20,22,29,32,5,10
2018-04-21,18045,02 05 20 30 35 05 09,2,5,20,30,35,5,9
2018-04-18,18044,02 04 06 18 21 05 08,2,4,6,18,21,5,8
2018-04-16,18043,03 06 13 28 33 04 11,3,6,13,28,33,4,11
2018-04-14,18042,03 19 25 29 35 05 09,3,19,25,29,35,5,9
2018-04-11,18041,01 23 25 31 33 01 12,1,23,25,31,33,1,12
2018-04-09,18040,05 07 18 27 31 01 08,5,7,18,27,31,1,8
2018-04-07,18039,02 07 14 29 32 10 11,2,7,14,29,32,10,11
2018-04-04,18038,14 23 25 31 32 01 03,14,23,25,31,32,1,3
2018-04-02,18037,01 03 27 30 31 02 11,1,3,27,30,31,2,11
2018-03-31,18036,11 17 18 21 27 07 08,11,17,18,21,27,7,8
2018-03-28,18035,05 07 10 12 24 07 11,5,7,10,12,24,7,11
2018-03-26,18034,08 11 22 27 32 03 07,8,11,22,27,32,3,7
2018-03-24,18033,02 03 19 23 34 04 09,2,3,19,23,34,4,9
2018-03-21,18032,07 10 17 32 35 05 12,7,10,17,32,35,5,12
2018-03-19,18031,03 08 13 17 23 05 11,3,8,13,17,23,5,11
2018-03-17,18030,05 18 21 28 32 09 11,5,18,21,28,32,9,11
2018-03-14,18029,03 09 21 25 29 01 08,3,9,21,25,29,1,8
2018-03-12,18028,04 19 25 30 35 04 07,4,19,25,30,35,4,7
2018-03-10,18027,01 18 20 21 26 04 11,1,18,20,21,26,4,11
2018-03-07,18026,01 02 03 04 30 03 05,1,2,3,4,30,3,5
2018-03-05,18025,07 08 09 15 34 07 08,7,8,9,15,34,7,8
2018-03-03,18024,02 16 24 30 32 04 07,2,16,24,30,32,4,7
2018-02-28,18023,12 13 18 21 29 02 08,12,13,18,21,29,2,8
